SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
75355,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,0,SO57190,PO9773165531,10-4020-000008,29814,279,5,908,908,5,2274,58780Vi11898,,7405.398,711.0886,222.2152,8338.7018,,0E4ECB92-FFA7-44DC-89A5-7BE5A9DA6478,00:00.0
75356,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57191,,10-4030-023572,23572,,9,13692,13692,1,3044,616085Vi16009,9753,1174.48,93.9584,29.362,1297.8004,,454BE325-C098-4375-827F-40CE62C3770A,00:00.0
75357,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57192,,10-4030-011183,11183,,4,20492,20492,1,8976,916657Vi46281,,6.28,0.5024,0.157,6.9394,,3E4226A4-BB96-4D54-B522-95D823796212,00:00.0
75358,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57193,,10-4030-016338,16338,,9,20601,20601,1,8501,317615Vi43943,9753,110.96,8.8768,2.774,122.6108,,C3DC8A72-094E-475F-9507-CD5F083F6B6B,00:00.0
75359,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57194,,10-4030-028717,28717,,9,18250,18250,1,14937,1217905Vi77379,9753,29.48,2.3584,0.737,32.5754,,F90B046D-C0F8-4745-A3E5-2B00FBE8BA56,00:00.0
75360,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57195,,10-4030-026762,26762,,9,24598,24598,1,4129,418155Vi21671,9753,133.49,10.6792,3.3373,147.5065,,53D340EA-CB62-4D75-ABEB-A1F4CA258322,00:00.0
75361,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57196,,10-4030-019610,19610,,9,17909,17909,1,16204,718801Vi83844,9753,68.97,5.5176,1.7243,76.2119,,DF5FBAE2-6F34-461A-B8FF-0093B2287AFE,00:00.0
75362,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57197,,10-4030-011068,11068,,9,11696,11696,1,17122,419205Vi88916,9753,38.47,3.0776,0.9618,42.5094,,CDC95010-5FB2-4941-B9B7-FC4F41E7B4F5,00:00.0
75363,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57198,,10-4030-011200,11200,,6,14444,14444,1,6169,720573Vi32050,9755,53.99,4.3192,1.3498,59.659,,A5142CBF-0C62-4AD8-AE8E-066002069E64,00:00.0
75364,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57199,,10-4030-011619,11619,,6,19459,19459,1,16780,420738Vi86906,9755,8.99,0.7192,0.2248,9.934,,28CF9824-1D07-4760-AFAA-F38E8C92EE90,00:00.0
75365,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57200,,10-4030-029073,29073,,1,17166,17166,1,11647,1220898Vi60195,,38.98,3.1184,0.9745,43.0729,,A59D7CEF-6A1A-42BB-8966-98AB09D8DD11,00:00.0
75366,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57201,,10-4030-011840,11840,,4,22406,22406,1,5147,420930Vi26926,,49.99,3.9992,1.2498,55.239,,CC35F2FF-8B15-4704-909B-9174F2442C6F,00:00.0
75367,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57202,,10-4030-011331,11331,,6,21596,21596,1,14162,721119Vi73456,9755,2.29,0.1832,0.0573,2.5305,,E60527C9-145D-44BA-BA26-2CD80BAF69FB,00:00.0
75368,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57203,,10-4030-020106,20106,,6,19940,19940,1,12695,1222280Vi65671,9755,24.99,1.9992,0.6248,27.614,,FA1D8394-800D-40B6-913F-48E9F95B7891,00:00.0
75369,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57204,,10-4030-026680,26680,,1,16372,16372,1,14668,1122298Vi76073,,32.27,2.5816,0.8068,35.6584,,ADC47A9D-D2C0-415A-B074-707B6E504DF4,00:00.0
75370,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57205,,10-4030-013701,13701,,6,19214,19214,1,18453,722825Vi95823,9755,36.59,2.9272,0.9148,40.432,,364EF37A-CBD2-4072-9F6D-21F3FB2BAA99,00:00.0
75371,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57206,,10-4030-012970,12970,,6,16701,16701,1,2653,1122908Vi13773,9755,56.96,4.5568,1.424,62.9408,,6CF5E313-EF82-4589-9CBB-CEB71211DC14,00:00.0
75372,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57207,,10-4030-015376,15376,,6,28212,28212,1,9443,1123164Vi48696,9755,14.98,1.1984,0.3745,16.5529,,79FA1D16-E70D-41FB-AAAD-1C1D3438FE7B,00:00.0
75373,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57208,,10-4030-021753,21753,,1,20261,20261,1,5206,123287Vi27238,,78.48,6.2784,1.962,86.7204,,119B2D56-625A-410D-B967-3C68113A4A0F,00:00.0
75374,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57209,,10-4030-016950,16950,,6,24770,24770,1,13790,723601Vi71499,9755,23.97,1.9176,0.5993,26.4869,,C5DE9075-C781-4FFC-B0F5-8E77B3CA7A9C,00:00.0
75375,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57210,,10-4030-020530,20530,,1,17133,17133,1,615,624101Vi3161,,103.96,8.3168,2.599,114.8758,,F08715E2-1475-4762-A1C7-91C79337CD4F,00:00.0
75376,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57211,,10-4030-027401,27401,,6,14405,14405,1,5965,924312Vi31057,9755,69.99,5.5992,1.7498,77.339,,FCAD0BDB-4E3A-468C-9062-E7F337F58DD0,00:00.0
75377,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57212,,10-4030-027022,27022,,6,27642,27642,1,5950,1224688Vi30984,9755,4.99,0.3992,0.1248,5.514,,55F6695C-DE5D-41A0-B25A-B809AA1C6696,00:00.0
75378,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57213,,10-4030-026173,26173,,6,17964,17964,1,10367,1025154Vi53484,9755,4.99,0.3992,0.1248,5.514,,4C740E57-D07B-4516-9FF6-BB27B7C0D11E,00:00.0
75379,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57214,,10-4030-021691,21691,,6,27449,27449,1,6331,525467Vi32856,9755,39.98,3.1984,0.9995,44.1779,,1DFFA3A9-0E9A-41BD-9DCA-16FD95C77795,00:00.0
75380,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57215,,10-4030-014919,14919,,4,28376,28376,1,16218,225651Vi83909,,7.28,0.5824,0.182,8.0444,,CA353875-CB61-42E2-86F6-EFDEEBA45E27,00:00.0
75381,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57216,,10-4030-026699,26699,,6,28337,28337,1,9084,725990Vi46878,9755,64.47,5.1576,1.6118,71.2394,,B9DBF028-32AD-45AD-B552-1914F956BF17,00:00.0
75382,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57217,,10-4030-016304,16304,,8,27145,27145,1,14293,326260Vi74094,,49.48,3.9584,1.237,54.6754,,5F5782E5-0EE5-4DC7-9C88-F4B9E9CA8E4C,00:00.0
75383,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57218,,10-4030-019923,19923,,7,20074,20074,1,15441,326855Vi79761,,24.99,1.9992,0.6248,27.614,,E89B3AAA-4FBE-4BE8-8EDF-0FCEF802B202,00:00.0
75384,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57219,,10-4030-023965,23965,,8,11583,11583,1,15917,1027722Vi82229,,38.98,3.1184,0.9745,43.0729,,CECACE74-A2F0-4D1C-ACD8-F544629DCC69,00:00.0
75385,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57220,,10-4030-023745,23745,,7,26915,26915,1,1040,828375Vi5189,,44.22,3.5376,1.1055,48.8631,,69B651ED-97E0-413C-B72E-C9BF9116A547,00:00.0
75386,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57221,,10-4030-029436,29436,,8,12198,12198,1,3823,328680Vi20128,,28.99,2.3192,0.7248,32.034,,842182C8-D31E-4D97-AD2B-A0755BE84C96,00:00.0
75387,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57222,,10-4030-011014,11014,,1,11888,11888,1,15691,1228930Vi81089,,99.47,7.9576,2.4868,109.9144,,C008AC8D-1D09-46F0-BBCB-5131741EBDB5,00:00.0
75388,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57223,,10-4030-014090,14090,,4,20174,20174,1,17535,229608Vi91063,,85.48,6.8384,2.137,94.4554,,2926D4C5-876A-476E-A6D1-14594FF88224,00:00.0
75389,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57224,,10-4030-013187,13187,,4,26286,26286,1,1732,729693Vi8898,,29.93,2.3944,0.7483,33.0727,,40E7897E-EF5E-4244-966F-3B2825CD275D,00:00.0
75390,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57225,,10-4030-020382,20382,,4,26027,26027,1,19095,1235921Vi99232,,2482.23,198.5784,62.0558,2742.8642,,77468588-7BA3-44D2-9191-5EF7BEE04DE8,00:00.0
75391,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57226,,10-4030-019162,19162,,4,29543,29543,1,,,,563.96,45.1168,14.099,623.1758,,27CDC0FD-EFB5-41E2-B7D9-4E08475E91C2,00:00.0
75392,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57227,,10-4030-014118,14118,,6,21728,21728,1,11648,1237399Vi60198,9755,2322.28,185.7824,58.057,2566.1194,,7D84A091-AED8-4F37-8267-B32A69143CCB,00:00.0
75393,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57228,,10-4030-011773,11773,,4,22383,22383,1,4791,637404Vi25146,,2405.47,192.4376,60.1368,2658.0444,,299468B6-86CC-4727-9C3D-6A87450B630E,00:00.0
75394,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57229,,10-4030-019563,19563,,9,22785,22785,1,8011,738208Vi41485,9753,1754.98,140.3984,43.8745,1939.2529,,1FADA355-F4D2-4B4B-8699-ECC6D9D40B2F,00:00.0
75395,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57230,,10-4030-022174,22174,,9,15613,15613,1,3792,1138555Vi19964,9753,564.48,45.1584,14.112,623.7504,,F7B9E91F-B5C4-413A-BB55-C37BA062B048,00:00.0
75396,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57231,,10-4030-021001,21001,,9,23695,23695,1,1464,338581Vi7560,9753,574.98,45.9984,14.3745,635.3529,,F43D56F7-F1F1-4AE1-9C0A-81AB8A4EB06B,00:00.0
75397,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57232,,10-4030-021361,21361,,9,24667,24667,1,9011,138585Vi46510,9753,553.97,44.3176,13.8493,612.1369,,ABC037E5-7CAF-47D5-BE9B-804B18C3805F,00:00.0
75398,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57233,,10-4030-019787,19787,,9,25711,25711,1,9877,339392Vi50879,9753,2475.95,198.076,61.8988,2735.9248,,20F927E5-C5E4-4038-A1DF-1B42C3287A86,00:00.0
75399,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57234,,10-4030-019789,19789,,9,25491,25491,1,287,1139394Vi1475,9753,2479.94,198.3952,61.9985,2740.3337,,5C067974-CF38-4118-A860-2CE771971F4A,00:00.0
75400,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57235,,10-4030-028871,28871,,1,28928,28928,1,7364,539945Vi38152,,836.32,66.9056,20.908,924.1336,,4A21D371-7091-4B86-9EFD-B2D2DE7C9574,00:00.0
75401,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57236,,10-4030-024354,24354,,4,18219,18219,1,9159,940543Vi47290,,2418.05,193.444,60.4513,2671.9453,,3D82CF4E-71F7-44C3-A79B-76C1D5D56D19,00:00.0
75402,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57237,,10-4030-022899,22899,,4,13931,13931,1,2937,1041036Vi15337,,600.46,48.0368,15.0115,663.5083,,C7177FC9-E1E0-4D35-B701-C3F440241616,00:00.0
75403,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57238,,10-4030-020024,20024,,4,12875,12875,1,2241,841762Vi11745,,1155.48,92.4384,28.887,1276.8054,,5E5AFDA3-D08D-4C7A-9537-8A7FB8353FF8,00:00.0
75404,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57239,,10-4030-026842,26842,,10,23344,23344,1,10269,342442Vi53001,9758,539.99,43.1992,13.4998,596.689,,2C281C99-ADDB-4473-9C2B-5884CC05E07D,00:00.0
75405,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57240,,10-4030-011238,11238,,10,12420,12420,1,2636,842493Vi13701,9758,562.96,45.0368,14.074,622.0708,,3558F913-74BF-447D-AD99-E37936A856AD,00:00.0
75406,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/07 0:00,5,1,SO57241,,10-4030-014976,14976,,7,27266,27266,1,17796,242959Vi92356,,2419.06,193.5248,60.4765,2673.0613,,245A7F55-2E5F-494D-80D7-6221FF7020EF,00:00.0
75407,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/08 0:00,5,1,SO57242,,10-4030-012307,12307,,7,18422,18422,1,8638,516294Vi44592,,2344.96,187.5968,58.624,2591.1808,,1378AF97-1CDA-4A87-A3B8-3A36178A9D69,00:00.0
75408,8,2014/07/05 0:00,2013/12/17 0:00,2013/10/08 0:00,5,1,SO57243,,10-4030-012301,12301,,7,25701,25701,1,10091,616322Vi52012,,2322.28,185.7824,58.057,2566.1194,,1E1B6E8C-1E17-424A-85C5-1AC1F9BB9C41,00:00.0
75409,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57126,PO7598164370,10-4020-000045,29963,279,5,913,913,5,8103,67460Vi41999,,25592.358,2483.2107,776.0033,28851.572,,749B8CBA-0DEA-4F2F-AF97-F1EC05CE95EB,00:00.0
75410,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57127,PO7801155405,10-4020-000087,29706,286,9,409,409,5,14546,57461Vi75443,9753,25600.722,2469.2226,771.6321,28841.5767,,D48C3D60-F0E7-4B17-8CD9-809824B9E971,00:00.0
75411,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57128,PO6525176590,10-4020-000345,29792,275,4,597,597,5,16976,87463Vi88071,,40829.652,3955.0564,1235.9551,46020.6635,,33636641-99EF-496D-A004-1DD385E81518,00:00.0
75412,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57129,PO4205185094,10-4020-000323,29590,277,3,789,789,5,1308,107467Vi6653,,805.788,77.6964,24.2801,907.7645,,C405E166-E4C9-441A-8FE2-A1D5F7E4A0B6,00:00.0
75413,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57130,PO6148161629,10-4020-000693,29727,283,1,907,907,5,12015,27468Vi62101,,28682.652,2779.0624,868.457,32330.1714,,367AF894-AB0E-4BE3-A5BF-96EE59DD0CB6,00:00.0
75414,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57131,PO4611148036,10-4020-000131,30063,281,4,1009,1009,5,1444,47471Vi7423,,30407.592,2924.2796,913.8374,34245.709,,80BE0AA8-9C06-4BF7-8671-DC487346AECB,00:00.0
75415,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57132,PO5829189627,10-4020-000266,29609,288,8,729,729,5,17540,47473Vi91077,9757,40456.9125,3866.267,1208.2084,45531.3879,,ECA40F9C-ADEA-4E40-B1C7-1F01DE4E8BF7,00:00.0
75416,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57133,PO7250165184,10-4020-000410,29526,288,8,737,737,5,16441,57474Vi85057,9757,18144.66,1739.5579,543.6119,20427.8298,,815184EF-4872-4346-BED3-0C452822490F,00:00.0
75417,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57134,PO6351190175,10-4020-000255,30095,275,4,587,587,5,13104,107475Vi67850,,32632.896,3141.2668,981.6459,36755.8087,,CA7B46D8-83D2-4CAE-96C7-7680FBD34BFB,00:00.0
75418,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57135,PO5742119554,10-4020-000541,29588,284,1,890,890,5,15842,87478Vi81884,,5649.528,542.6955,169.5923,6361.8158,,8882CFF4-109B-40CE-B87A-118E34312B45,00:00.0
75419,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57136,PO7627163680,10-4020-000433,29617,274,1,880,880,5,10270,107479Vi53004,,86381.381,8279.5973,2587.3742,97248.3525,,82B00D2E-DD1C-4788-BEAA-1EEFF2854482,00:00.0
75420,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57137,PO6438194874,10-4020-000309,29523,275,4,593,593,5,15321,47480Vi79183,,33951.63,3247.79,1014.9344,38214.3544,,BFF1C394-E22F-42B2-B832-18F7EC7FC7DE,00:00.0
75421,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57138,PO5684168325,10-4020-000385,29901,276,4,1053,1053,5,9973,17482Vi51318,,25527.645,2456.9555,767.7986,28752.3991,,97CA0917-258E-4C5C-9B59-B64968972688,00:00.0
75422,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57139,PO2320173115,10-4020-000529,29784,276,4,1078,1078,5,14803,57488Vi76688,,5927.946,575.1276,179.7274,6682.801,,58DE2626-C5F5-476A-80AB-A295849CF9E4,00:00.0
75423,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57140,PO3161152145,10-4020-000359,29619,277,2,793,793,5,553,117490Vi2865,,583.68,49.6256,15.508,648.8136,,C1C6E251-D731-4E57-AAC3-C405B23EE85A,00:00.0
75424,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57141,PO3625112721,10-4020-000666,29543,277,2,827,827,5,18295,67493Vi94982,,43072.692,4171.9943,1303.7482,48548.4345,,71E4F3EE-FFBB-407C-BB3B-C8CA5EA77D31,00:00.0
75425,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57142,PO4553190603,10-4020-000313,30022,276,4,1041,1041,5,18386,77499Vi95532,,905.88,75.2527,23.5165,1004.6492,,1ED6F7B0-AE80-42EC-8373-5720DF64785C,00:00.0
75426,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57143,PO3567189986,10-4020-000193,29940,290,7,685,685,5,15144,117501Vi78317,,93397.7361,9147.496,2858.5925,105403.8246,,1D4DD71A-7154-4682-9D19-EAE4DB20ABE8,00:00.0
75427,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57144,PO3799111077,10-4020-000312,29522,276,4,1040,1040,5,17861,67505Vi92659,,31328.4204,2994.8421,935.8882,35259.1507,,C13909CD-5D1B-4D87-B5EF-92FC39BF7534,00:00.0
75428,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57145,PO3654153385,10-4020-000435,29732,275,4,607,607,5,6940,27507Vi36111,,44595.3,4310.3111,1346.9722,50252.5833,,C831DB27-9BA4-42C7-8880-962EC6EE6A3D,00:00.0
75429,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57146,PO6264144670,10-4020-000593,29752,277,2,819,819,5,5995,57508Vi31197,,818.7,80.7784,25.2433,924.7217,,04F952E8-17B3-469D-9177-60DC10E6A49E,00:00.0
75430,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57147,PO7975143358,10-4020-000141,29665,286,9,412,412,5,11274,107509Vi58140,9753,5078.61,476.782,148.9944,5704.3864,,17CFF801-85EB-4023-8ADD-2312666E493A,00:00.0
75431,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57148,PO3074151668,10-4020-000237,29593,275,3,585,585,5,8522,107513Vi44088,,5324.208,513.7301,160.5406,5998.4787,,9C1549C7-E6C3-46B4-88E1-D2985415BC0A,00:00.0
75432,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57149,PO5568130124,10-4020-000422,29880,279,5,954,954,5,8663,77517Vi44710,,10780.338,1022.3196,319.4749,12122.1325,,698C02F6-71A9-470B-B51A-0577E71E5E29,00:00.0
75433,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57150,PO3683172338,10-4020-000085,29923,290,7,679,679,5,12228,47519Vi63234,,122285.724,11760.4466,3675.1396,137721.3102,,DEAD3AA6-EF71-43A6-9931-179910CA30CB,00:00.0
75434,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57151,PO5162182690,10-4020-000669,29719,283,1,905,905,5,16523,27522Vi85597,,2025.24,195.9143,61.2232,2282.3775,,D12D7E3D-5364-41EF-9FA5-7868EF309007,00:00.0
75435,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57152,PO2030123828,10-4020-000661,29830,278,6,553,553,5,16905,127524Vi87636,9755,6126.342,592.6979,185.2181,6904.258,,EC3FD829-1765-4B9F-B14F-C13AF1C94C7A,00:00.0
75436,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57153,PO3219142707,10-4020-000493,30047,276,4,1071,1071,5,4626,97527Vi24264,,6236.76,602.1632,188.176,7027.0992,,22C5E384-B1C8-4F07-8A06-C093194E3370,00:00.0
75437,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57154,PO1856185040,10-4020-000263,29608,289,6,488,488,5,15924,47528Vi82296,9755,40467.3232,3872.8236,1210.2574,45550.4042,,48454720-5984-4E06-915D-022E4481883C,00:00.0
75438,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57155,PO2117166089,10-4020-000444,29544,278,6,519,519,5,12189,87531Vi63029,9755,6609.3206,628.0175,196.2555,7433.5936,,128AE8C5-1F85-47DA-A6D2-9668F78EABE5,00:00.0
75439,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57156,PO1044122749,10-4020-000446,30086,288,8,739,739,5,10156,87532Vi52367,9757,2159.352,207.2978,64.7806,2431.4304,,D508AAA3-AC0E-4AAD-B53F-ADE5256FA9B5,00:00.0
75440,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57157,PO4843135815,10-4020-000257,29560,281,4,1030,1030,5,9772,17535Vi50330,,30687.702,2980.2259,931.3206,34599.2485,,8CEA1556-3755-4B20-8A77-003F2097825B,00:00.0
75441,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57158,PO6293139561,10-4020-000612,29846,279,5,979,979,5,10234,127538Vi52839,,1331.802,130.6992,40.8435,1503.3447,,CE0D3666-2D9C-4564-B68B-7A12D3FB05FA,00:00.0
75442,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57159,PO2262133775,10-4020-000629,29863,289,6,546,546,5,7831,97539Vi40542,9755,5872.614,571.8022,178.6882,6623.1044,,41D334E2-23C0-4582-A6A2-C62D252ADCCF,00:00.0
75443,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57160,PO4727197868,10-4020-000343,30112,284,1,870,870,5,9635,27541Vi49638,,28744.962,2761.8256,863.0705,32369.8581,,ACDF4D18-115C-48FD-9198-8789903864AF,00:00.0
75444,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57161,PO1827135302,10-4020-000317,29698,289,6,497,497,5,11745,77542Vi60734,9755,28746.594,2773.415,866.6922,32386.7012,,13C5E30F-1E1E-4803-9FEC-F54B9D9831E6,00:00.0
75445,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57162,PO3596174424,10-4020-000476,29896,279,5,960,960,5,10191,37543Vi52586,,26225.94,2530.0627,790.6446,29546.6473,,A59EC23C-5288-406C-8A98-D1280BC918EF,00:00.0
75446,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57163,PO754184651,10-4020-000645,29835,283,1,903,903,5,6083,127550Vi31648,,149.874,14.7876,4.6211,169.2827,,8AEA914D-4F42-43C5-885C-26A818F944AF,00:00.0
75447,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57164,PO1769132448,10-4020-000540,30009,277,2,814,814,5,5690,77554Vi29788,,15310.32,1467.021,458.4441,17235.7851,,2754D58D-5172-4894-BA14-06EEA028F0E4,00:00.0
75448,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57165,PO2465155205,10-4020-000148,29583,275,3,576,576,5,4789,37556Vi25139,,158.43,15.6318,4.8849,178.9467,,A101630B-B96A-4867-86DC-E9492C2B0654,00:00.0
75449,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57166,PO1218174520,10-4020-000412,29851,282,10,657,657,5,5279,107572Vi27604,9758,72.162,7.12,2.225,81.507,,B2D2FB3B-B507-480B-856A-60405DD41C7F,00:00.0
75450,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57167,PO3306111808,10-4020-000181,29936,284,1,852,852,5,1298,27921Vi6580,,728.91,69.9754,21.8673,820.7527,,824CA344-0767-412A-9850-C4AB101C1595,00:00.0
75451,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57168,PO3480129742,10-4020-000436,29616,275,4,608,608,5,17277,87931Vi89711,,53900.4608,5151.848,1609.9525,60662.2613,,9447AB2C-EB72-4A95-BEB1-7D16FE035933,00:00.0
75452,8,2014/07/06 0:00,2013/12/18 0:00,2013/10/07 0:00,5,0,SO57169,PO3857160888,10-4020-000256,29866,275,4,588,588,5,8991,128040Vi46347,,323.994,31.1034,9.7198,364.8172,,57E5C87E-BCDB-45A5-A5B3-332111606392,00:00.0
